,2020-09-23 00:00:00+02:00,2020-09-23 00:15:00+02:00,2020-09-23 00:30:00+02:00,2020-09-23 00:45:00+02:00,2020-09-23 01:00:00+02:00,2020-09-23 01:15:00+02:00,2020-09-23 01:30:00+02:00,2020-09-23 01:45:00+02:00,2020-09-23 02:00:00+02:00,2020-09-23 02:15:00+02:00,2020-09-23 02:30:00+02:00,2020-09-23 02:45:00+02:00,2020-09-23 03:00:00+02:00,2020-09-23 03:15:00+02:00,2020-09-23 03:30:00+02:00,2020-09-23 03:45:00+02:00,2020-09-23 04:00:00+02:00,2020-09-23 04:15:00+02:00,2020-09-23 04:30:00+02:00,2020-09-23 04:45:00+02:00,2020-09-23 05:00:00+02:00,2020-09-23 05:15:00+02:00,2020-09-23 05:30:00+02:00,2020-09-23 05:45:00+02:00,2020-09-23 06:00:00+02:00,2020-09-23 06:15:00+02:00,2020-09-23 06:30:00+02:00,2020-09-23 06:45:00+02:00,2020-09-23 07:00:00+02:00,2020-09-23 07:15:00+02:00,2020-09-23 07:30:00+02:00,2020-09-23 07:45:00+02:00,2020-09-23 08:00:00+02:00,2020-09-23 08:15:00+02:00,2020-09-23 08:30:00+02:00,2020-09-23 08:45:00+02:00,2020-09-23 09:00:00+02:00,2020-09-23 09:15:00+02:00,2020-09-23 09:30:00+02:00,2020-09-23 09:45:00+02:00,2020-09-23 10:00:00+02:00,2020-09-23 10:15:00+02:00,2020-09-23 10:30:00+02:00,2020-09-23 10:45:00+02:00,2020-09-23 11:00:00+02:00,2020-09-23 11:15:00+02:00,2020-09-23 11:30:00+02:00,2020-09-23 11:45:00+02:00,2020-09-23 12:00:00+02:00,2020-09-23 12:15:00+02:00,2020-09-23 12:30:00+02:00,2020-09-23 12:45:00+02:00,2020-09-23 13:00:00+02:00,2020-09-23 13:15:00+02:00,2020-09-23 13:30:00+02:00,2020-09-23 13:45:00+02:00,2020-09-23 14:00:00+02:00,2020-09-23 14:15:00+02:00,2020-09-23 14:30:00+02:00,2020-09-23 14:45:00+02:00,2020-09-23 15:00:00+02:00,2020-09-23 15:15:00+02:00,2020-09-23 15:30:00+02:00,2020-09-23 15:45:00+02:00,2020-09-23 16:00:00+02:00,2020-09-23 16:15:00+02:00,2020-09-23 16:30:00+02:00,2020-09-23 16:45:00+02:00,2020-09-23 17:00:00+02:00,2020-09-23 17:15:00+02:00,2020-09-23 17:30:00+02:00,2020-09-23 17:45:00+02:00,2020-09-23 18:00:00+02:00,2020-09-23 18:15:00+02:00,2020-09-23 18:30:00+02:00,2020-09-23 18:45:00+02:00,2020-09-23 19:00:00+02:00,2020-09-23 19:15:00+02:00,2020-09-23 19:30:00+02:00,2020-09-23 19:45:00+02:00,2020-09-23 20:00:00+02:00,2020-09-23 20:15:00+02:00,2020-09-23 20:30:00+02:00,2020-09-23 20:45:00+02:00,2020-09-23 21:00:00+02:00,2020-09-23 21:15:00+02:00,2020-09-23 21:30:00+02:00,2020-09-23 21:45:00+02:00,2020-09-23 22:00:00+02:00,2020-09-23 22:15:00+02:00,2020-09-23 22:30:00+02:00,2020-09-23 22:45:00+02:00,2020-09-23 23:00:00+02:00,2020-09-23 23:15:00+02:00,2020-09-23 23:30:00+02:00,2020-09-23 23:45:00+02:00
2020-09-22 16:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 16:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 16:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 17:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 17:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.42358695652173,,,,,,,,,,37.43923357664234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 17:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 17:45:00+02:00,,,,,,,,,,,38.29588235294117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 18:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 18:15:00+02:00,,51.055581395348845,41.48157894736842,40.31518518518518,45.98342105263159,41.32567164179105,47.682631578947365,39.57602941176471,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.06063725490196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 18:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 18:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,35.699929078014186,42.78284722222222,46.60806451612903,63.79602836879434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020-09-22 19:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.818750000000005
2020-09-22 19:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
