,2019-08-20 00:00:00+02:00,2019-08-20 00:15:00+02:00,2019-08-20 00:30:00+02:00,2019-08-20 00:45:00+02:00,2019-08-20 01:00:00+02:00,2019-08-20 01:15:00+02:00,2019-08-20 01:30:00+02:00,2019-08-20 01:45:00+02:00,2019-08-20 02:00:00+02:00,2019-08-20 02:15:00+02:00,2019-08-20 02:30:00+02:00,2019-08-20 02:45:00+02:00,2019-08-20 03:00:00+02:00,2019-08-20 03:15:00+02:00,2019-08-20 03:30:00+02:00,2019-08-20 03:45:00+02:00,2019-08-20 04:00:00+02:00,2019-08-20 04:15:00+02:00,2019-08-20 04:30:00+02:00,2019-08-20 04:45:00+02:00,2019-08-20 05:00:00+02:00,2019-08-20 05:15:00+02:00,2019-08-20 05:30:00+02:00,2019-08-20 05:45:00+02:00,2019-08-20 06:00:00+02:00,2019-08-20 06:15:00+02:00,2019-08-20 06:30:00+02:00,2019-08-20 06:45:00+02:00,2019-08-20 07:00:00+02:00,2019-08-20 07:15:00+02:00,2019-08-20 07:30:00+02:00,2019-08-20 07:45:00+02:00,2019-08-20 08:00:00+02:00,2019-08-20 08:15:00+02:00,2019-08-20 08:30:00+02:00,2019-08-20 08:45:00+02:00,2019-08-20 09:00:00+02:00,2019-08-20 09:15:00+02:00,2019-08-20 09:30:00+02:00,2019-08-20 09:45:00+02:00,2019-08-20 10:00:00+02:00,2019-08-20 10:15:00+02:00,2019-08-20 10:30:00+02:00,2019-08-20 10:45:00+02:00,2019-08-20 11:00:00+02:00,2019-08-20 11:15:00+02:00,2019-08-20 11:30:00+02:00,2019-08-20 11:45:00+02:00,2019-08-20 12:00:00+02:00,2019-08-20 12:15:00+02:00,2019-08-20 12:30:00+02:00,2019-08-20 12:45:00+02:00,2019-08-20 13:00:00+02:00,2019-08-20 13:15:00+02:00,2019-08-20 13:30:00+02:00,2019-08-20 13:45:00+02:00,2019-08-20 14:00:00+02:00,2019-08-20 14:15:00+02:00,2019-08-20 14:30:00+02:00,2019-08-20 14:45:00+02:00,2019-08-20 15:00:00+02:00,2019-08-20 15:15:00+02:00,2019-08-20 15:30:00+02:00,2019-08-20 15:45:00+02:00,2019-08-20 16:00:00+02:00,2019-08-20 16:15:00+02:00,2019-08-20 16:30:00+02:00,2019-08-20 16:45:00+02:00,2019-08-20 17:00:00+02:00,2019-08-20 17:15:00+02:00,2019-08-20 17:30:00+02:00,2019-08-20 17:45:00+02:00,2019-08-20 18:00:00+02:00,2019-08-20 18:15:00+02:00,2019-08-20 18:30:00+02:00,2019-08-20 18:45:00+02:00,2019-08-20 19:00:00+02:00,2019-08-20 19:15:00+02:00,2019-08-20 19:30:00+02:00,2019-08-20 19:45:00+02:00,2019-08-20 20:00:00+02:00,2019-08-20 20:15:00+02:00,2019-08-20 20:30:00+02:00,2019-08-20 20:45:00+02:00,2019-08-20 21:00:00+02:00,2019-08-20 21:15:00+02:00,2019-08-20 21:30:00+02:00,2019-08-20 21:45:00+02:00,2019-08-20 22:00:00+02:00,2019-08-20 22:15:00+02:00,2019-08-20 22:30:00+02:00,2019-08-20 22:45:00+02:00,2019-08-20 23:00:00+02:00,2019-08-20 23:15:00+02:00,2019-08-20 23:30:00+02:00,2019-08-20 23:45:00+02:00
2019-08-19 16:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 16:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 16:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 17:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 17:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 17:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 17:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 18:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 18:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 18:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 18:45:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 19:00:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 19:15:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-08-19 19:30:00+02:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
