,2021-01-02 00:00:00+01:00,2021-01-02 00:15:00+01:00,2021-01-02 00:30:00+01:00,2021-01-02 00:45:00+01:00,2021-01-02 01:00:00+01:00,2021-01-02 01:15:00+01:00,2021-01-02 01:30:00+01:00,2021-01-02 01:45:00+01:00,2021-01-02 02:00:00+01:00,2021-01-02 02:15:00+01:00,2021-01-02 02:30:00+01:00,2021-01-02 02:45:00+01:00,2021-01-02 03:00:00+01:00,2021-01-02 03:15:00+01:00,2021-01-02 03:30:00+01:00,2021-01-02 03:45:00+01:00,2021-01-02 04:00:00+01:00,2021-01-02 04:15:00+01:00,2021-01-02 04:30:00+01:00,2021-01-02 04:45:00+01:00,2021-01-02 05:00:00+01:00,2021-01-02 05:15:00+01:00,2021-01-02 05:30:00+01:00,2021-01-02 05:45:00+01:00,2021-01-02 06:00:00+01:00,2021-01-02 06:15:00+01:00,2021-01-02 06:30:00+01:00,2021-01-02 06:45:00+01:00,2021-01-02 07:00:00+01:00,2021-01-02 07:15:00+01:00,2021-01-02 07:30:00+01:00,2021-01-02 07:45:00+01:00,2021-01-02 08:00:00+01:00,2021-01-02 08:15:00+01:00,2021-01-02 08:30:00+01:00,2021-01-02 08:45:00+01:00,2021-01-02 09:00:00+01:00,2021-01-02 09:15:00+01:00,2021-01-02 09:30:00+01:00,2021-01-02 09:45:00+01:00,2021-01-02 10:00:00+01:00,2021-01-02 10:15:00+01:00,2021-01-02 10:30:00+01:00,2021-01-02 10:45:00+01:00,2021-01-02 11:00:00+01:00,2021-01-02 11:15:00+01:00,2021-01-02 11:30:00+01:00,2021-01-02 11:45:00+01:00,2021-01-02 12:00:00+01:00,2021-01-02 12:15:00+01:00,2021-01-02 12:30:00+01:00,2021-01-02 12:45:00+01:00,2021-01-02 13:00:00+01:00,2021-01-02 13:15:00+01:00,2021-01-02 13:30:00+01:00,2021-01-02 13:45:00+01:00,2021-01-02 14:00:00+01:00,2021-01-02 14:15:00+01:00,2021-01-02 14:30:00+01:00,2021-01-02 14:45:00+01:00,2021-01-02 15:00:00+01:00,2021-01-02 15:15:00+01:00,2021-01-02 15:30:00+01:00,2021-01-02 15:45:00+01:00,2021-01-02 16:00:00+01:00,2021-01-02 16:15:00+01:00,2021-01-02 16:30:00+01:00,2021-01-02 16:45:00+01:00,2021-01-02 17:00:00+01:00,2021-01-02 17:15:00+01:00,2021-01-02 17:30:00+01:00,2021-01-02 17:45:00+01:00,2021-01-02 18:00:00+01:00,2021-01-02 18:15:00+01:00,2021-01-02 18:30:00+01:00,2021-01-02 18:45:00+01:00,2021-01-02 19:00:00+01:00,2021-01-02 19:15:00+01:00,2021-01-02 19:30:00+01:00,2021-01-02 19:45:00+01:00,2021-01-02 20:00:00+01:00,2021-01-02 20:15:00+01:00,2021-01-02 20:30:00+01:00,2021-01-02 20:45:00+01:00,2021-01-02 21:00:00+01:00,2021-01-02 21:15:00+01:00,2021-01-02 21:30:00+01:00,2021-01-02 21:45:00+01:00,2021-01-02 22:00:00+01:00,2021-01-02 22:15:00+01:00,2021-01-02 22:30:00+01:00,2021-01-02 22:45:00+01:00,2021-01-02 23:00:00+01:00,2021-01-02 23:15:00+01:00,2021-01-02 23:30:00+01:00,2021-01-02 23:45:00+01:00
2021-01-01 16:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.47631578947368,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.08463768115942,,,,,,60.51,,,,,,
2021-01-01 16:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 16:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 17:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 17:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.9525,,,,,
2021-01-01 17:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 17:45:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 18:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 18:15:00+01:00,,,,39.93648148148148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.28898550724638,,,,,,
2021-01-01 18:30:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.16692307692307,,50.29485714285714,69.82973684210526,,,,,,,,,59.95514285714285,,,,,,
2021-01-01 18:45:00+01:00,63.59426229508196,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.513214285714305,,,,,,,,,,,,
2021-01-01 19:00:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2021-01-01 19:15:00+01:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
